"id";"title";"slug";"acronym";"url";"organization";"organization_id";"owner";"owner_id";"description";"description_short";"frequency";"license";"temporal_coverage.start";"temporal_coverage.end";"spatial.granularity";"spatial.zones";"featured";"created_at";"last_modified";"tags";"archived";"resources_count";"main_resources_count";"resources_formats";"harvest.backend";"harvest.domain";"harvest.created_at";"harvest.modified_at";"harvest.remote_url";"quality_score";"metric.discussions";"metric.discussions_open";"metric.reuses";"metric.reuses_by_months";"metric.dataservices";"metric.followers";"metric.followers_by_months";"metric.views";"metric.resources_downloads"
"61777ddaa9101d073e5506cd";"Base des lieux et équipements culturels (Basilic)";"base-des-lieux-et-equipements-culturels-basilic";"";"https://www.data.gouv.fr/datasets/base-des-lieux-et-equipements-culturels-basilic";"Ministère de la Culture";"534fff91a3a7292c64a77f73";"";"";"Cette base géocodée des sites, lieux et équipements culturels est conçue et administrée par le département des études, de la prospective, des statistiques et de la documentation du ministère de la Culture. Elle alimente notamment la [base permanente des équipements](https://www.insee.fr/fr/metadonnees/source/serie/s1161) de l’Insee et l'[Atlas Culture des territoires](https://atlasculture.fr/). Elle est réalisée par agrégation de différentes sources : bases de la direction générale des patrimoines et de l’architecture, de la direction générale de la création artistique, de la direction générale des médias et des industries culturelles, de la délégation générale à la transmission, aux territoires et à la démocratie culturelle, du Centre national du cinéma et de l'image animée, du Centre national du livre, du Centre national des arts du cirque, de la rue et du théâtre (Artcena), de la Médiathèque du patrimoine et de la photographie.  Elle porte sur le champ de la France entière. Une liste détaillée des types de structure recensées dans la colonne « Label et appellation » est téléchargeable ci-dessous (voir Pièces jointes). Malgré le travail de vérification, de nettoyage et de certification des bases, il peut subsister, compte tenu du nombre d'entrées, quelques erreurs (doublons ou erreurs d'adressage) et oublis. N'hésitez pas à nous les signaler en écrivant à : atlasculture@culture.gouv.fr.";"";"punctual";"Licence Ouverte / Open Licence version 2.0";"";"";"";"";"True";"2021-10-26T06:02:34.755000";"2025-11-05T16:22:54.187000";"culture,deps-doc,ministeredelaculture";"False";"3";"1";"xlsx,pdf";"";"";"";"";"";"0.67";"3";"3";"28";"{'2025-01': 0, '2025-02': 0, '2025-03': 0, '2025-04': 2, '2025-05': 2, '2025-06': 1, '2025-07': 0, '2025-08': 0, '2025-09': 1, '2025-10': 5, '2025-11': 3, '2025-12': 0, '2026-01': 2}";"2";"10";"{'2024-08': 0, '2024-09': 0, '2024-10': 1, '2024-11': 0, '2024-12': 0, '2025-01': 1, '2025-02': 0, '2025-03': 0, '2025-04': 1, '2025-05': 1, '2025-06': 0, '2025-07': 0, '2025-08': 0}";"22815";"10867"
"61b4226ca5919d3b718b8e9e";"Catalogue des données du ministère de la Culture";"catalogue-des-donnees-du-ministere-de-la-culture";"";"https://www.data.gouv.fr/datasets/catalogue-des-donnees-du-ministere-de-la-culture";"Ministère de la Culture";"534fff91a3a7292c64a77f73";"";"";"**Le catalogue général des données du ministère de la Culture** recense et valorise l’ensemble des jeux de données produits et publiés par l’administration centrale, les directions régionales des affaires culturelles, les établissements publics et les opérateurs placés sous la tutelle du ministère.\ \ Il constitue une **entrée unifiée** vers les données culturelles ouvertes, mutualisées et interopérables du ministère, facilitant leur **découverte, leur circulation et leur réutilisation** au sein de l’écosystème culturel. Ce catalogue est **généré automatiquement** par l’agrégation des catalogues des principales organisations culturelles rattachées au ministère et référencées sur [data.gouv.fr](https://www.data.gouv.fr/). Ce dispositif d’agrégation permet de **mutualiser les données ouvertes** issues des différents services et opérateurs du ministère sur une base commune et interopérable. Le catalogue est **enrichi régulièrement** et **mis à jour mensuellement**, garantissant la fraîcheur, la fiabilité et la cohérence des informations. Il s’inscrit pleinement dans la stratégie ministérielle de **circulation, d’ouverture et de valorisation des données culturelles**, contribuant à renforcer la transparence de l’action publique, la découvrabilité des contenus culturels et la diffusion d’une culture numérique partagée au service de tous. **En facilitant l’accès à un patrimoine numérique commun, le catalogue général incarne l’engagement du ministère pour une culture ouverte, accessible et innovante.** ";"Le catalogue des données du Ministère de la Culture contient les informations sur les données ouvertes issues des différents services et opérateurs du ministère.";"punctual";"Licence Ouverte / Open Licence version 2.0";"";"";"other";"";"True";"2021-12-11T05:00:44.601000";"2025-11-08T09:50:01.951000";"creation,culture,ministeredelaculture,musees,patrimoine,preservation,spectacle-vivant";"False";"2";"2";"csv";"";"";"";"";"";"0.89";"0";"0";"1";"{'2024-08': 0, '2024-09': 0, '2024-10': 0, '2024-11': 0, '2024-12': 0, '2025-01': 0, '2025-02': 0, '2025-03': 0, '2025-04': 0, '2025-05': 0, '2025-06': 0, '2025-07': 0, '2025-08': 0}";"2";"2";"{'2024-08': 0, '2024-09': 0, '2024-10': 0, '2024-11': 0, '2024-12': 1, '2025-01': 0, '2025-02': 0, '2025-03': 0, '2025-04': 0, '2025-05': 0, '2025-06': 0, '2025-07': 0, '2025-08': 0}";"6989";"1858"
"61bd5cf2183f79b0098b8e9e";"Les usagers en ligne des services : données des enquêtes 2014 et 2021";"les-usagers-en-ligne-des-services-donnees-des-enquetes-2014-et-2021";"";"https://www.data.gouv.fr/datasets/les-usagers-en-ligne-des-services-donnees-des-enquetes-2014-et-2021";"Ministère de la Culture";"534fff91a3a7292c64a77f73";"";"";"**Les usagers en ligne des services d’archives : données des enquêtes menées en 2014 et en 2021**   De septembre 2013 à janvier 2014, près de 100 services publics d’archives – en métropole et en outre-mer – ont participé à l’enquête menée par le Service interministériel des Archives de France auprès du public des salles de lecture, des sites internet et des Journées européennes du patrimoine. 28 456 questionnaires ont été recueillis et dépouillés. Une première analyse en a été faite en juin 2014, suivie par un rapport approfondi publié en 2015 (« Qui sont les publics des archives ? Enquêtes sur les lecteurs, les internautes et le public des activités culturelles dans les services publics d'archives (2013-2014) »). Le présent jeu de donnée ne prend en compte que les questions de l’enquête de 2014 concernant les usagers des sites internet, afin de pouvoir les comparer avec les résultats de l’enquête menée en 2021. L’enquête en ligne de 2021, également pilotée par le Service interministériel des Archives de France, a recueilli 27 723 réponses auprès de 100 services d’archives volontaires. L’enquête est structurée autour de quatre grands axes de questionnements : les profils sociaux des publics ; leurs pratiques ; leur satisfaction et leurs attentes à l’égard des différents services en ligne. Elle a fait l’objet d’un rapport d’analyse par Voix/publics en 2021 (« Deux milliards de clics. Enquête sur les usagers en ligne des archives »). Il s’agit de la plus importante enquête sur les usages numériques patrimoniaux en France. Afin de permettre des croisements de données judicieux, la structure et les intitulés de l’enquête 2014 ont été harmonisés avec ceux de 2021, en vue de publier un seul jeu de données avec un filtre sur l’année d’enquête. Lien vers le rapport 2015 : <https://francearchives.fr/fr/article/38196>   Lien vers le rapport 2021 : <https://francearchives.fr/fr/article/339905146>";"";"punctual";"Licence Ouverte / Open Licence version 2.0";"";"";"";"";"False";"2021-12-18T05:00:50.049000";"2025-10-23T10:01:27.062000";"culture,ministeredelaculture";"False";"8";"5";"pdf,xls,ods,json,csv";"";"";"";"";"";"0.78";"0";"0";"0";"{'2024-08': 0, '2024-09': 0, '2024-10': 0, '2024-11': 0, '2024-12': 0, '2025-01': 0, '2025-02': 0, '2025-03': 0, '2025-04': 0, '2025-05': 0, '2025-06': 0, '2025-07': 0, '2025-08': 0}";"2";"0";"{'2024-08': 0, '2024-09': 0, '2024-10': 0, '2024-11': 0, '2024-12': 0, '2025-01': 0, '2025-02': 0, '2025-03': 0, '2025-04': 0, '2025-05': 0, '2025-06': 0, '2025-07': 0, '2025-08': 0}";"3947";"2495"
"61f4bbdba5c031406f952887";"Liste des expositions ayant reçu le label « Exposition d’Intérêt National »";"liste-des-expositions-ayant-recu-le-label-exposition-dinteret-national";"";"https://www.data.gouv.fr/datasets/liste-des-expositions-ayant-recu-le-label-exposition-dinteret-national";"Ministère de la Culture";"534fff91a3a7292c64a77f73";"";"";"« Le label « Exposition d’intérêt national » a été créé par le ministère de la Culture en 1999 pour mettre en valeur et soutenir des expositions remarquables organisées par les musées de France dans les régions. Elles mettent en lumière des thématiques qui reflètent la richesse et la diversité des collections des musées de France.    [En savoir plus](https://www.culture.gouv.fr/Thematiques/Musees/Les-musees-en-France/Les-politiques-des-musees-de-France/Expositions-d-interet-national) sur le label.";"";"annual";"Licence Ouverte / Open Licence version 2.0";"";"";"";"";"False";"2022-01-29T05:00:27.832000";"2025-10-23T10:01:28.556000";"culture,exposition,ministeredelaculture,musees";"False";"4";"4";"geojson,zip,json,csv";"";"";"";"";"";"0.78";"0";"0";"0";"{'2024-08': 0, '2024-09': 0, '2024-10': 0, '2024-11': 0, '2024-12': 0, '2025-01': 0, '2025-02': 0, '2025-03': 0, '2025-04': 0, '2025-05': 0, '2025-06': 0, '2025-07': 0, '2025-08': 0}";"2";"2";"{'2024-08': 0, '2024-09': 1, '2024-10': 0, '2024-11': 0, '2024-12': 0, '2025-01': 0, '2025-02': 0, '2025-03': 0, '2025-04': 0, '2025-05': 0, '2025-06': 0, '2025-07': 0, '2025-08': 0}";"5552";"2163"
"62676ea6a33822fcdcf11a3b";"Nuit européenne des musées 2022";"nuit-europeenne-des-musees-2022";"";"https://www.data.gouv.fr/datasets/nuit-europeenne-des-musees-2022";"Ministère de la Culture";"534fff91a3a7292c64a77f73";"";"";"La 18e Nuit européenne des musées se tient cette année, le samedi 14 mai 2022 dans toute l'Europe. [Pour plus d'informations](https://nuitdesmusees.culture.gouv.fr/) sur cette manifestation.";"";"punctual";"Licence Ouverte / Open Licence version 2.0";"";"";"";"";"False";"2022-04-26T06:01:41.980000";"2025-10-23T10:01:29.907000";"culture,ministeredelaculture";"False";"8";"4";"geojson,zip,json,csv";"";"";"";"";"";"0.67";"0";"0";"0";"{'2024-08': 0, '2024-09': 0, '2024-10': 0, '2024-11': 0, '2024-12': 0, '2025-01': 0, '2025-02': 0, '2025-03': 0, '2025-04': 0, '2025-05': 0, '2025-06': 0, '2025-07': 0, '2025-08': 0}";"2";"0";"{'2024-08': 0, '2024-09': 0, '2024-10': 0, '2024-11': 0, '2024-12': 0, '2025-01': 0, '2025-02': 0, '2025-03': 0, '2025-04': 0, '2025-05': 0, '2025-06': 0, '2025-07': 0, '2025-08': 0}";"3197";"4402"
"628da9fdef366eb8a2c7fd48";"Pensions et secours aux combattants et victimes des révolutions de 1789, 1830 et 1848";"pensions-et-secours-aux-combattants-et-victimes-des-revolutions-de-1789-1830-et-1848";"";"https://www.data.gouv.fr/datasets/pensions-et-secours-aux-combattants-et-victimes-des-revolutions-de-1789-1830-et-1848";"Ministère de la Culture";"534fff91a3a7292c64a77f73";"";"";"L'avènement de Louis-Philippe en août 1830 à la suite des Trois Glorieuses ouvre la voie à la reconnaissance du rôle des individus lors des journées de juillet 1830. Combattant·e·s, blessé·e·s et victimes indirectes peuvent prétendre à une distinction honorifique, une pension ou encore un secours financier.   Ces indemnisations seront étendues en 1833 aux ""vainqueurs de la Bastille"" de 1789 encore en vie. Ce dispositif sera reconduit pour les combattants de la Révolution de 1848.      Ce jeu de données est constitué de trois dépouillements des dossiers d'indemnisation individuels effectués par les Archives nationales :    * 1789 : 704 individus ([inventaire en ligne](https://www.siv.archives-nationales.culture.gouv.fr/siv/IR/FRAN_IR_058532)),     * 1830 : 3780 individus ([inventaire en ligne](https://www.siv.archives-nationales.culture.gouv.fr/siv/IR/FRAN_IR_058544)),     * 1848 : 858 individus ([inventaire en ligne](https://www.siv.archives-nationales.culture.gouv.fr/siv/IR/FRAN_IR_058560)).  Quelques dossiers concernent des événements de 1832, 1834 et 1839.  Les informations dépouillées à partir des dossiers d’archives au début des années 2000 ont été initialement structurées sous forme d’inventaires Word, avant l’intégration partielle du contenu dans la base nominative Cindoc des Archives nationales. En 2020, les données d’origine (Word) ont été rétroconverties, normalisées et encodées (XML, CSV) afin d’être publiées en ligne sur le portail des Archives nationales.   Les données mises à disposition sont constituées aussi bien d'informations socio-professionnelles sur des individus ayant vécu entre 1750 et 1860, que d'éléments sur la nature de l'indemnisation, voire les lieux et dates des combats pour 1830.";"";"never";"Licence Ouverte / Open Licence version 2.0";"";"";"other";"France";"False";"2022-05-25T06:01:01.801000";"2025-10-23T10:01:32.926000";"19e-siecle,archives,culture,femme,histoire,individu,ministeredelaculture,revolution";"False";"2";"2";"json,csv";"";"";"";"";"";"0.89";"0";"0";"0";"{'2024-08': 0, '2024-09': 0, '2024-10': 0, '2024-11': 0, '2024-12': 0, '2025-01': 0, '2025-02': 0, '2025-03': 0, '2025-04': 0, '2025-05': 0, '2025-06': 0, '2025-07': 0, '2025-08': 0}";"2";"0";"{'2024-08': 0, '2024-09': 0, '2024-10': 0, '2024-11': 0, '2024-12': 0, '2025-01': 0, '2025-02': 0, '2025-03': 0, '2025-04': 0, '2025-05': 0, '2025-06': 0, '2025-07': 0, '2025-08': 0}";"2303";"784"
"628da9ff6a98df840ec7fd48";"Bannissement des députés de la Convention nationale ayant voté la mort du roi Louis XVI (1816)";"bannissement-des-deputes-de-la-convention-nationale-ayant-vote-la-mort-du-roi-louis-xvi-1816";"";"https://www.data.gouv.fr/datasets/bannissement-des-deputes-de-la-convention-nationale-ayant-vote-la-mort-du-roi-louis-xvi-1816";"Ministère de la Culture";"534fff91a3a7292c64a77f73";"";"";"L'article 7 de la loi du 12 janvier 1816, dite ""loi des régicides"", ordonne le bannissement à vie de France des députés ayant voté la mort du roi Louis XVI en 1793 et ayant soutenu Napoléon Ier pendant les Cent-Jours. Le ministère de la Police demande alors aux préfets de département d'enquêter sur les députés régicides et leurs proches. Les Archives nationales conservent ainsi près de 500 petits dossiers individuels, dont la liste est l'objet de ce jeu de données.  Les dossiers contiennent des correspondances entre préfectures et administration centrale, mais également des lettres en faveur des députés, notamment de la part de Boissy d'Anglas.";"";"notPlanned";"Licence Ouverte / Open Licence version 2.0";"";"";"country";"France";"False";"2022-05-25T06:01:03.952000";"2025-10-23T10:01:37.113000";"19e-siecle,archives,culture,depute,histoire,individu,ministeredelaculture,police,politique,revolution";"False";"2";"2";"json,csv";"";"";"";"";"";"0.89";"0";"0";"0";"{'2024-08': 0, '2024-09': 0, '2024-10': 0, '2024-11': 0, '2024-12': 0, '2025-01': 0, '2025-02': 0, '2025-03': 0, '2025-04': 0, '2025-05': 0, '2025-06': 0, '2025-07': 0, '2025-08': 0}";"2";"0";"{'2024-08': 0, '2024-09': 0, '2024-10': 0, '2024-11': 0, '2024-12': 0, '2025-01': 0, '2025-02': 0, '2025-03': 0, '2025-04': 0, '2025-05': 0, '2025-06': 0, '2025-07': 0, '2025-08': 0}";"4429";"1212"
"628da9ff836d8bf454c7fd48";"Liste des sites patrimoniaux remarquables (SPR)";"liste-des-sites-patrimoniaux-remarquables-spr";"";"https://www.data.gouv.fr/datasets/liste-des-sites-patrimoniaux-remarquables-spr";"Ministère de la Culture";"534fff91a3a7292c64a77f73";"";"";"**Ce jeu de données comprend la liste des communes où est localisé au moins un site patrimonial remarquable (SPR).**      **Le classement au titre des sites patrimoniaux remarquables** a pour objectif de protéger et mettre en valeur le patrimoine architectural, urbain et paysager de nos territoires. Les sites patrimoniaux remarquables sont des servitudes d’utilité publique c’est-à-dire instituées par une autorité publique dans un but d’intérêt général. Les sites patrimoniaux remarquables se substituent aux anciens dispositifs de protection : secteurs sauvegardés, zones de protection du patrimoine architectural, urbain et paysager (ZPPAUP) et aires de mise en valeur de l’architecture et du patrimoine (AVAP). On dénombre aujourd’hui plus de 940 sites patrimoniaux remarquables.  **Point d'attention sur la liste**. Le cas majoritaire est celui d'un SPR entièrement localisé dans une commune unique. Il existe toutefois deux autres cas :   \- Le territoire d’une commune peut comprendre plusieurs SPR : les numéros de SPR distincts localisés dans une même commune seront différents, et il y aura autant de lignes pour la commune que de SPR distincts sur son territoire ;   \- un SPR peut s’étendre sur le territoire de plusieurs communes : chacune des communes où ce SPR est localisé sera identifiée par une ligne propre mais le « numéro de SPR » sera identique dans les différentes lignes ; la colonne ""Nombre de SPR"" indiquera la valeur ""1"" pour une seule de ces communes afin de pouvoir comptabiliser facilement le nombre total de SPR distincts.      **Les enjeux des sites patrimoniaux remarquables** sont retranscrits dans un plan de gestion qui peut prendre deux formes :   \- soit un plan de sauvegarde et de mise en valeur (document d’urbanisme)   \- soit un plan de valorisation de l’architecture et du patrimoine (servitude d’utilité publique)   Chacun d’eux constitue un facteur de lisibilité pour les porteurs de projets et les habitants.  Pour en [savoir plus](https://www.culture.gouv.fr/Thematiques/Monuments-Sites/Monuments-historiques-sites-patrimoniaux/Les-sites-patrimoniaux-remarquables)...";"";"annual";"Licence Ouverte / Open Licence version 2.0";"";"";"";"";"True";"2022-05-25T06:01:03.578000";"2026-02-02T10:03:36.421000";"culture,ministeredelaculture,patrimoine";"False";"1";"1";"csv";"";"";"";"";"";"0.78";"1";"1";"2";"{'2024-08': 0, '2024-09': 0, '2024-10': 0, '2024-11': 0, '2024-12': 0, '2025-01': 0, '2025-02': 0, '2025-03': 0, '2025-04': 0, '2025-05': 1, '2025-06': 1, '2025-07': 0, '2025-08': 0}";"2";"5";"{'2024-08': 0, '2024-09': 0, '2024-10': 0, '2024-11': 0, '2024-12': 1, '2025-01': 0, '2025-02': 0, '2025-03': 0, '2025-04': 0, '2025-05': 0, '2025-06': 0, '2025-07': 0, '2025-08': 0}";"66615";"15090"
"628da9ffef366eb8a2c7fd49";"Imprimeurs, libraires et lithographes en France au 19e siècle";"imprimeurs-libraires-et-lithographes-en-france-au-19e-siecle";"";"https://www.data.gouv.fr/datasets/imprimeurs-libraires-et-lithographes-en-france-au-19e-siecle";"Ministère de la Culture";"534fff91a3a7292c64a77f73";"";"";"Entre 1810 et 1881, imprimeurs, libraires et lithographes ne peuvent exercer leur profession sans une autorisation du ministère de l’Intérieur : le brevet (puis l'autorisation, moins contraignante à partir de 1870). Les Archives nationales conservent les dossiers des milliers de brevets délivrés pendant cette période. Les dossiers individuels sont constitués de documents d'archives très intéressants : courrier du demandeur, rapports préfectoraux sur l'opportunité de délivrer un brevet, certificats de capacité signés par d’autres professionnels, certificats de bonne vie et mœurs, brevet de capacité, voire des échantillons des produits commercialisés.      Un minutieux travail de dépouillement a été effectué dans les années 1990 aux Archives nationales pour la ville de Paris, le département de la Seine, ainsi que Bordeaux, Lille, Marseille et Rouen. Les notices individuelles créées fournissent de précieux renseignements sur l'identité des individus et leur activité professionnelle. Le relevé des dossiers non décrits s'est poursuivi entre 2017 et 2019, avec des informations plus succinctes.    Le jeu de données mis à disposition est issu de l'inventaire _Brevets des imprimeurs, libraires et lithographes (par département) (1810-1881)_ ([consultable en ligne](https://www.siv.archives-nationales.culture.gouv.fr/siv/IR/FRAN_IR_056981)). Il recense quelque 18 000 imprimeurs, libraires et lithographes, autorisés à exercer en France métropolitaine au XIXe siècle :   * informations d'identité : noms, prénoms, sexe ; pour les notices détaillées* : dates d'existence ;     * informations professionnelles : type de brevet, lieu d'exercice ; pour les notices détaillées* : adresse(s) professionnelle(s), dates d'exercice, spécialité, prédécesseur(s), successeur(s) ;   * informations de géolocalisation.   _* Les notices détaillées concernent Paris, l'ancien département de la Seine, Bordeaux, Lille, Marseille et Rouen._ La grande majorité des dossiers concerne Paris (4884 dossiers), puis Lyon (302), Bordeaux (240) et Marseille (222). Néanmoins, l'ensemble du territoire est couvert, avec l'existence de libraires même dans des zones très rurales. Notons qu'un individu peut cumuler plusieurs brevets, généralement regroupés dans un seul et même dossier, y compris lorsqu'il a exercé dans une autre commune : il n'y aura alors qu'une entrée dans le jeu de données.  Signalons enfin qu'un dossier sur cinq (3260 dossiers) concerne une femme : il s'agit principalement de libraires, mais on compte également plusieurs centaines d'imprimeuses ou lithographes.";"";"irregular";"Licence Ouverte / Open Licence version 2.0";"";"";"fr:commune";"France";"True";"2022-05-25T06:01:03.056000";"2025-10-23T10:01:34.369000";"19e-siecle,archives,culture,femme,histoire,imprimerie,individu,librairie,litterature,livre,ministeredelaculture,presse";"False";"4";"4";"geojson,zip,json,csv";"";"";"";"";"";"0.89";"0";"0";"2";"{'2024-08': 0, '2024-09': 0, '2024-10': 0, '2024-11': 0, '2024-12': 0, '2025-01': 0, '2025-02': 0, '2025-03': 0, '2025-04': 0, '2025-05': 0, '2025-06': 0, '2025-07': 0, '2025-08': 0}";"2";"2";"{'2024-08': 0, '2024-09': 0, '2024-10': 0, '2024-11': 0, '2024-12': 0, '2025-01': 0, '2025-02': 0, '2025-03': 0, '2025-04': 0, '2025-05': 0, '2025-06': 0, '2025-07': 0, '2025-08': 0}";"7076";"2826"
"62b6885593d5659857a1f84c";"Enquêtes sur les moulins de 1794 à 1809";"enquetes-sur-les-moulins-de-1794-a-1809";"";"https://www.data.gouv.fr/datasets/enquetes-sur-les-moulins-de-1794-a-1809";"Ministère de la Culture";"534fff91a3a7292c64a77f73";"";"";"Trois enquêtes statistiques sur les moulins à farine sont diligentées par l’État en l'an II (1794), l'an X (1801) et 1809. Il s'agit pour le gouvernement d'évaluer les moyens de production de farines, d'un point de vue quantitatif (volume produit), qualitatif (qualité des farines, réseaux routiers à proximité) mais aussi prospectif (état matériel des moulins, variation saisonnière). Les enquêtes de 1794 et 1809 sont d'envergure nationales ; celle de 1801 concerne les 8 départements qui approvisionnent Paris.   * l'enquête de 1794 recense plus de 6800 moulins répartis sur 72 départements ;   * celle de 1801, environ 4460 moulins pour 8 départements (approvisionnement de Paris) ;   * celle de 1809, près de 9000 moulins pour 115 départements (dont les départements de l'Empire situés aujourd'hui en Belgique, Pays-Bas, Suisse et Italie). Ces données statistiques par département ne sont pas exhaustives : des sous-préfectures n'ont pas répondu aux enquêtes et certains arrondissements sont lacunaires, ou leurs données non exhaustives. Treize départements ne figurent dans aucune des trois enquêtes (Ardèche, Cher, Corse, Haute-Garonne, Loire, Haute-Loire, Marne, Mayenne, Rhône, Sarthe, Savoie, Haute-Savoie, Deux-Sèvres). Néanmoins ce jeu de données par commune, issu de l'inventaire détaillé élaboré par M. Illaire aux Archives nationales, constitue une masse d'informations conséquente sur le paysage économique et énergétique français à l'aube du 19e siècle. Les informations de l'inventaire ont été alignées autant que possible avec les communes actuelles afin de permettre une géolocalisation pour la majeure partie des communes. Le jeu de données mis à disposition est constitué des informations suivantes :   * Pays ;   * Commune actuelle (lorsque les données initiales le permettent) ;   * Département actuel ;   * Date de l'enquête ;   * Type de moulin (principalement à eau ou à vent) ;   * Nombre de moulins ;     * Nom du moulin ;   * Département ancien (19e siècle) ;   * Commune ancienne (19e siècle) ;     * Description initiale (dans l'inventaire de 1998, avant rétroconversion des données) ;   * URL de la notice sur le portail des Archives nationales ;   * Cote du dossier ;     * Code INSEE (pour la France, d'après la commune actuelle).   La géolocalisation proposée ici est faite à partir des communes françaises et leur code INSEE ; les 562 lieux situés aujourd'hui en dehors des frontières françaises ne contiennent donc pas de données de géolocalisation.";"";"notPlanned";"Licence Ouverte / Open Licence version 2.0";"";"";"fr:commune";"France";"False";"2022-06-25T06:00:21.242000";"2025-10-23T10:01:38.494000";"18e-siecle,19e-siecle,archives,culture,economie,energie,histoire,ministeredelaculture,moulin,premier-empire,revolution,statistiques";"False";"4";"4";"geojson,zip,json,csv";"";"";"";"";"";"0.89";"0";"0";"1";"{'2024-08': 0, '2024-09': 0, '2024-10': 0, '2024-11': 0, '2024-12': 0, '2025-01': 0, '2025-02': 0, '2025-03': 0, '2025-04': 0, '2025-05': 0, '2025-06': 0, '2025-07': 0, '2025-08': 0}";"2";"0";"{'2024-08': 0, '2024-09': 0, '2024-10': 0, '2024-11': 0, '2024-12': 0, '2025-01': 0, '2025-02': 0, '2025-03': 0, '2025-04': 0, '2025-05': 0, '2025-06': 0, '2025-07': 0, '2025-08': 0}";"5280";"2271"
"62b6885766e6c0f18fa1f849";"Moulins et meuniers en 1801";"moulins-et-meuniers-en-1801";"";"https://www.data.gouv.fr/datasets/moulins-et-meuniers-en-1801";"Ministère de la Culture";"534fff91a3a7292c64a77f73";"";"";"Trois enquêtes sur les moulins à farine sont diligentées par l'Etat entre l'an II (1794) et 1809. L'enquête de l'an X (1801) concerne plus spécifiquement l'approvisionnement de Paris. Les réponses comportent, en plus des informations économiques et statistiques attendues, la liste des meuniers. Cette enquête ne concerne que 8 départements (Aisne, Eure, Eure-et-Loir, Loiret, Marne, Oise, Seine, Seine-et-Marne et Seine-et-Oise), représentant tout de même 5157 moulins.      Le jeu de données mis à disposition est issu d'un index nominatif élaboré dans les années 1990 par M. Illaire ([consultable en ligne](https://www.siv.archives-nationales.culture.gouv.fr/siv/IR/FRAN_IR_058838)). Sont répertoriées, pour chaque moulin, les informations suivantes :    * nom du meunier ;   * prénom du meunier (le cas échéant) ;     * commune d'exercice ;   * département ;     * type de moulin (à eau ou à vent) ;     * nom du moulin ;   * observations éventuelles ;   * URL de la notice sur le portail des Archives nationales ;   * cote. Un meunier pouvant être propriétaire de plusieurs moulins, un individu peut avoir plusieurs entrées.";"";"notPlanned";"Licence Ouverte / Open Licence version 2.0";"";"";"fr:commune";"France";"False";"2022-06-25T06:00:23.644000";"2025-10-23T10:01:39.800000";"19e-siecle,archives,culture,economie,femme,histoire,individu,ministeredelaculture,moulin,premier-empire";"False";"2";"2";"json,csv";"";"";"";"";"";"0.89";"0";"0";"0";"{'2024-08': 0, '2024-09': 0, '2024-10': 0, '2024-11': 0, '2024-12': 0, '2025-01': 0, '2025-02': 0, '2025-03': 0, '2025-04': 0, '2025-05': 0, '2025-06': 0, '2025-07': 0, '2025-08': 0}";"2";"0";"{'2024-08': 0, '2024-09': 0, '2024-10': 0, '2024-11': 0, '2024-12': 0, '2025-01': 0, '2025-02': 0, '2025-03': 0, '2025-04': 0, '2025-05': 0, '2025-06': 0, '2025-07': 0, '2025-08': 0}";"3222";"989"
